movie_tv_goal_4-21###6617	4	"DA: <knowledge> ( tv ) available_options "" 1 "" , decade "" 2010er "" , director "" Nobuhiro Doi "" , douban_score "" 9.1 "" , episode_length "" 45 Minuten "" , episodes "" 10 Folgen "" , name_list "" Matsu Takako/Mitsushima Hikari/Takahashi Issey "" , premiere_time "" 17.01.2017 in Japan "" , production_country_or_area "" Japan "" , star "" Matsu Takako "" , title "" Quartett "" , type "" spannend "" <endofknowledge> <state> ( tv ) decade equal_to "" 2010er "" , production_country_or_area equal_to "" japanische Fernsehsendung "" , type equal_to "" spannend "" <endofstate> <history> AGENT_ACTS_PREV: ( tv ) request type AGENT_ACTS: ( tv ) recommend title equal_to "" Quartett "" USER: Wann war die Premiere? <endofhistory>"	"( tv ) inform premiere_time equal_to "" 17. Januar 2017 """	premiere_time	17. Januar 2017
weather_goal_2-29_v2###2937	3	"DA: <knowledge> ( weather ) available_options "" 1 "" , city "" Kanton "" , date "" Nächsten Dienstag "" , tamperature "" Die Höchsttemperatur beträgt 18 Grad Celsius, die Mindesttemperatur 5 Grad Celsius. "" , uv_intensity "" sehr stark "" , weather_condition "" sonnig bis bewölkt "" , wind "" eine Brise ohne durchgehende Richtung "" <endofknowledge> <state> ( weather ) city equal_to "" Kanton "" , date equal_to "" Nächsten Dienstag "" <endofstate> <history> AGENT_ACTS_PREV: ( weather ) inform weather_condition equal_to "" bewölkt und später leicht regnen "" AGENT_ACTS: ( weather ) inform tamperature equal_to "" Die Höchsttemperatur beträgt 11 Grad Celsius und die Mindesttemperatur 4 Grad Celsius. "" USER: Wie sieht es am selben Tag mit dem Wetter in Guangzhou aus? <endofhistory>"	"( weather ) inform weather_condition equal_to "" sonnig und später bewölkt """	weather_condition	sonnig und später bewölkt
weather_goal_2-29_v2###2937	4	"DA: <knowledge> ( weather ) available_options "" 1 "" , city "" Kanton "" , date "" Nächsten Dienstag "" , tamperature "" Die Höchsttemperatur beträgt 18 Grad Celsius, die Mindesttemperatur 5 Grad Celsius. "" , uv_intensity "" sehr stark "" , weather_condition "" sonnig bis bewölkt "" , wind "" eine Brise ohne durchgehende Richtung "" <endofknowledge> <state> ( weather ) city equal_to "" Kanton "" , date equal_to "" Nächsten Dienstag "" <endofstate> <history> AGENT_ACTS_PREV: ( weather ) inform tamperature equal_to "" Die Höchsttemperatur beträgt 11 Grad Celsius und die Mindesttemperatur 4 Grad Celsius. "" AGENT_ACTS: ( weather ) inform weather_condition equal_to "" sonnig und später bewölkt "" USER: Und wie sieht es mit der Temperatur aus? <endofhistory>"	"( weather ) inform tamperature equal_to "" The maximum temperature will be 18 degrees Celsius and the minimum temperature will be 5 degrees Celsius. """	tamperature	The maximum temperature will be 18 degrees Celsius and the minimum temperature will be 5 degrees Celsius.
PC_goal_1-53###4007	1	DST: <state> null <endofstate> <history> USER: Hallo, ich muss dieses Jahr eine Reihe von Desktops kaufen und ich liebe Lenovo. Können Sie ein Modell zwischen 5.000 und 10.000 Yuan empfehlen? <endofhistory>	"( pc ) brand equal_to "" Lenovo "" , computer_type equal_to "" Desktops "" , pricerange equal_to "" 5.000-10.000 Yuan """	pricerange	5.000-10.000 Yuan
PC_goal_1-53###4007	4	"DA: <knowledge> ( pc ) available_options "" 4 "" , brand "" Lenovo "" , colour "" N / A "" , computer_type "" Schreibtisch "" , cpu "" Intel-Core i5 "" , cpu_model "" Intel Core i5-9400F "" , features "" N / A "" , game_performance "" Einstiegslevel "" , gpu_category "" diskrete Grafikkarte "" , gpu_model "" GT730 "" , hard_disk_capacity "" 256 GB SSD + 1 TB HDD "" , memory_capacity "" 8GB "" , operating_system "" Windows 10 "" , price "" 4.889 Yuan "" , pricerange "" 5.000-10.000 "" , product_name "" Lenovo Tianyi 510Pro "" , screen_size "" 23-25 ​​Zoll "" , series "" Lenovo Tianyi "" , standby_time "" N / A "" , usage "" Geschäft "" , weight "" 7.48kg "" <endofknowledge> <state> ( pc ) brand equal_to "" Lenovo "" , computer_type equal_to "" Desktops "" , pricerange equal_to "" 5.000-10.000 Yuan "" <endofstate> <history> AGENT_ACTS_PREV: ( pc ) inform operating_system equal_to "" Windows 10 "" AGENT_ACTS: ( pc ) inform weight equal_to "" 7.48kg "" USER: Es ist nicht zu schwer. Wie viel kostet dieser Desktop? <endofhistory>"	"( pc ) inform price equal_to "" 4.889,0 """	price	4.889,0
flight_weather_goal_1-49###1807	1	"DA: <knowledge> ( flight ) arrival_time "" 14:00 Uhr an diesem Tag "" , available_options "" 1 "" , class_cabin "" erste Klasse "" , date "" nächsten Montag "" , departure "" Peking "" , departure_time "" 10:50 Uhr an diesem Tag "" , destination "" Xiamen "" , flight_information "" CZ5051 von China Southern Airlines vom Terminal 2 des Beijing Capital International Airport zum Terminal 3 des Gaoqi International Airport "" , punctuality_rate "" 96.61% "" , ticket_price "" 9800 Yuan "" <endofknowledge> <state> ( flight ) class_cabin equal_to "" erste Klasse "" , date equal_to "" nächsten Montag "" , departure equal_to "" Peking "" , destination equal_to "" Xiamen "" <endofstate> <history> USER: Hallo, ich mache nächste Woche eine Geschäftsreise nach Xiamen. Bitte helfen Sie mir, die Flüge von Peking nach Xiamen nächsten Montag zu anzuschauen. Ich bevorzuge die erste Klasse. <endofhistory>"	"( flight ) recommend flight_information equal_to "" Flug CZ5051 von China Southern Airlines vom Terminal 2 des Beijing Capital International Airport zum Terminal 3 des Gaoqi International Airport """	flight_information	Flug CZ5051 von China Southern Airlines vom Terminal 2 des Beijing Capital International Airport zum Terminal 3 des Gaoqi International Airport
weather_goal_3-37###1268	1	"DA: <knowledge> ( weather ) available_options "" 1 "" , city "" Chengdu "" , date "" nächsten Samstag "" , tamperature "" Die maximale Temperatur beträgt 15 Grad Celsius und die minimale Temperatur 7 Grad Celsius. "" , uv_intensity "" mäßig "" , weather_condition "" bewölkt bis bewölkt "" , wind "" eine Brise ohne durchgehende Richtung "" <endofknowledge> <state> ( weather ) city equal_to "" Chengdu "" , date equal_to "" nächsten Samstag "" <endofstate> <history> USER: Hallo, ich fahre nächste Woche geschäftlich nach Chengdu. Können Sie mir helfen, das Wetter in Chengdu nächsten Samstag zu überprüfen? <endofhistory>"	"( weather ) inform weather_condition equal_to "" wölkig und dann in einen bedeckten Himmel übergehen """	weather_condition	wölkig und dann in einen bedeckten Himmel übergehen
movie_goal_4-7_v2###2513	1	DST: <state> null <endofstate> <history> USER: Hallo, ich suche einen Film aus Taiwan. Können Sie einen Film mit Leung Ka-Fai empfehlen? <endofhistory>	"( movie ) production_country_or_area equal_to "" Taiwan, China "" , star equal_to "" Leung Ka-Fai """	production_country_or_area	Taiwan, China
movie_goal_4-7_v2###2513	4	"DA: <knowledge> ( movie ) available_options "" 1 "" , decade "" 2000er "" , director "" Kuo-fu Chen "" , douban_score "" 7.5 "" , film_length "" 113 Minuten "" , name_list "" Leung Ka Fai, René Liu und Leon Dai "" , production_country_or_area "" Taiwan, China "" , release_date "" 2002-10-25 in Taiwan, China "" , star "" Leung Ka-Fai "" , title "" Doppelte Vision "" , type "" Grusel "" <endofknowledge> <state> ( movie ) production_country_or_area equal_to "" Taiwan, China "" , star equal_to "" Leung Ka-Fai "" <endofstate> <history> AGENT_ACTS_PREV: ( movie ) inform film_length equal_to "" 113 Minuten "" AGENT_ACTS: ( movie ) inform Douban_score equal_to "" 7.5 "" USER: Wann wurde er uraufgeführt? <endofhistory>"	"( movie ) inform release_date equal_to "" 25. Oktober 2002 in Taiwan, China """	release_date	25. Oktober 2002 in Taiwan, China
Car_goal_3-45###4295	3	"DA: <knowledge> ( car ) 4wd "" Zweirad "" , available_options "" 2 "" , brand "" FAW-Volkswagen "" , classification "" SUV "" , cruise_control_system "" Stimmt "" , heated_seats "" FALSCH "" , hybrid "" Gas "" , name "" FAW-Volkswagen TACQUA DSG Yue "" , number_of_seats "" 5 "" , parking_assist_system "" Stimmt "" , power_level "" normal "" , price "" 139.900 "" , pricerange "" <150.000 "" , series "" FAW-Volkswagen TACQUA "" , size "" kleine Größe "" , ventilated_seats "" FALSCH "" <endofknowledge> <state> ( car ) brand equal_to "" FAW-Volkswagen "" , classification equal_to "" SUV "" , number_of_seats equal_to "" 3 "" , series equal_to "" FAW-Volkswagen TACQUA "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) recommend name equal_to "" FAW-Volkswagen TACQUA DSG Yue "" AGENT_ACTS: ( car ) inform price equal_to "" 139.900 "" USER: Ist es mit einer Rückfahrkamera ausgestattet? <endofhistory>"	"( car ) inform parking_assist_system equal_to "" Ja """	parking_assist_system	Ja
attraction_goal_1-58###4801	1	DST: <state> null <endofstate> <history> USER: Hallo, ich bin noch nie nach Suzhou gereist und weiß nicht, welche Orte ich besuchen soll. Können Sie einen guten Ort im Suzhou New District empfehlen, der für ein Date geeignet ist? <endofhistory>	"( attraction ) area equal_to "" Neuer Bezirk von Suzhou "" , the_most_suitable_people equal_to "" Date """	area	Neuer Bezirk von Suzhou
train_goal_2-65_v2###2680	1	DST: <state> null <endofstate> <history> USER: Gibt es Hochgeschwindigkeitszüge von Shanghai nach Hangzhou? <endofhistory>	"( train ) classification equal_to "" Hochgeschwindigkeitszüge "" , departure equal_to "" Schanghai "" , destination equal_to "" Hangzhou """	departure	Schanghai
train_goal_2-65_v2###2680	3	"DST: <state> ( train ) classification equal_to "" Hochgeschwindigkeitszüge "" , date equal_to "" nächsten Montagnachmittag "" , departure equal_to "" Schanghai "" , destination equal_to "" Hangzhou "" <endofstate> <history> AGENT_ACTS_PREV: ( train ) recommend train_number equal_to "" G1373 "" AGENT_ACTS: ( train ) recommend train_number equal_to "" G7323 "" USER: Gut. Ich möchte eine Fahrkarte 2. Klasse kaufen. Was ist die Abfahrtszeit? <endofhistory>"	"( train ) classification equal_to "" Hochgeschwindigkeitszüge "" , date equal_to "" nächsten Montagnachmittag "" , departure equal_to "" Schanghai "" , destination equal_to "" Hangzhou "" , seat_type equal_to "" zweite Klasse """	seat_type	zweite Klasse
train_goal_2-65_v2###2680	3	"DA: <knowledge> ( train ) arrival_time "" 14:09 an diesem Tag "" , available_options "" 1 "" , classification "" schnelle Geschwindigkeit "" , date "" nächsten Montagnachmittag "" , departure "" Schanghai "" , departure_time "" 13:15 Uhr an diesem Tag "" , destination "" Hangzhou "" , duration "" 54 Minuten "" , seat_type "" zweite Klasse "" , ticket_price "" 73,0 Yuan "" , train_number "" G7323, from Shanghai Hongqiao to Hangzhoudong "" <endofknowledge> <state> ( train ) classification equal_to "" Hochgeschwindigkeitszüge "" , date equal_to "" nächsten Montagnachmittag "" , departure equal_to "" Schanghai "" , destination equal_to "" Hangzhou "" , seat_type equal_to "" zweite Klasse "" <endofstate> <history> AGENT_ACTS_PREV: ( train ) recommend train_number equal_to "" G1373 "" AGENT_ACTS: ( train ) recommend train_number equal_to "" G7323 "" USER: Gut. Ich möchte eine Fahrkarte 2. Klasse kaufen. Was ist die Abfahrtszeit? <endofhistory>"	"( train ) inform departure_time equal_to "" um 13:15 Uhr """	departure_time	um 13:15 Uhr
train_goal_2-65_v2###2680	4	"DA: <knowledge> ( train ) arrival_time "" 14:09 an diesem Tag "" , available_options "" 1 "" , classification "" schnelle Geschwindigkeit "" , date "" nächsten Montagnachmittag "" , departure "" Schanghai "" , departure_time "" 13:15 Uhr an diesem Tag "" , destination "" Hangzhou "" , duration "" 54 Minuten "" , seat_type "" zweite Klasse "" , ticket_price "" 73,0 Yuan "" , train_number "" G7323, from Shanghai Hongqiao to Hangzhoudong "" <endofknowledge> <state> ( train ) classification equal_to "" Hochgeschwindigkeitszüge "" , date equal_to "" nächsten Montagnachmittag "" , departure equal_to "" Schanghai "" , destination equal_to "" Hangzhou "" , seat_type equal_to "" zweite Klasse "" <endofstate> <history> AGENT_ACTS_PREV: ( train ) recommend train_number equal_to "" G7323 "" AGENT_ACTS: ( train ) inform departure_time equal_to "" um 13:15 Uhr "" USER: Könnten Sie mir die Zugdienstinformationen geben? <endofhistory>"	"( train ) inform train_number equal_to "" The high-speed train G7323 will leave from Shanghai Hongqiao to Hangzhoudong. """	train_number	The high-speed train G7323 will leave from Shanghai Hongqiao to Hangzhoudong.
train_goal_2-65_v2###2680	8	"DA: <knowledge> ( train ) arrival_time "" 09:42 an diesem Tag "" , available_options "" 1 "" , classification "" schnelle Geschwindigkeit "" , date "" nächsten Dienstagmorgen "" , departure "" Schanghai "" , departure_time "" 08:55 Uhr an diesem Tag "" , destination "" Hangzhou "" , duration "" 47 Minuten "" , seat_type "" zweite Klasse "" , ticket_price "" 73,0 Yuan "" , train_number "" G1373, from Shanghai Hongqiao to Hangzhoudong "" <endofknowledge> <state> ( train ) classification equal_to "" Hochgeschwindigkeitszüge "" , date equal_to "" nächsten Dienstagmorgen "" , departure equal_to "" Schanghai "" , destination equal_to "" Hangzhou "" , seat_type equal_to "" zweite Klasse "" <endofstate> <history> AGENT_ACTS_PREV: ( train ) recommend train_number equal_to "" G1373 "" AGENT_ACTS: ( train ) inform train_number equal_to "" G1373 "" USER: Wie sieht es mit der Abfahrtszeit aus? Und Ankunftszeit? <endofhistory>"	"( train ) inform arrival_time equal_to "" 9:42 Uhr morgens "" , inform departure_time equal_to "" 8:55 Uhr morgens """	arrival_time	9:42 Uhr morgens
train_goal_2-65_v2###2680	8	"DA: <knowledge> ( train ) arrival_time "" 09:42 an diesem Tag "" , available_options "" 1 "" , classification "" schnelle Geschwindigkeit "" , date "" nächsten Dienstagmorgen "" , departure "" Schanghai "" , departure_time "" 08:55 Uhr an diesem Tag "" , destination "" Hangzhou "" , duration "" 47 Minuten "" , seat_type "" zweite Klasse "" , ticket_price "" 73,0 Yuan "" , train_number "" G1373, from Shanghai Hongqiao to Hangzhoudong "" <endofknowledge> <state> ( train ) classification equal_to "" Hochgeschwindigkeitszüge "" , date equal_to "" nächsten Dienstagmorgen "" , departure equal_to "" Schanghai "" , destination equal_to "" Hangzhou "" , seat_type equal_to "" zweite Klasse "" <endofstate> <history> AGENT_ACTS_PREV: ( train ) recommend train_number equal_to "" G1373 "" AGENT_ACTS: ( train ) inform train_number equal_to "" G1373 "" USER: Wie sieht es mit der Abfahrtszeit aus? Und Ankunftszeit? <endofhistory>"	"( train ) inform arrival_time equal_to "" 9:42 Uhr morgens "" , inform departure_time equal_to "" 8:55 Uhr morgens """	departure_time	8:55 Uhr morgens
attraction_goal_2-9_v2###7336	1	DST: <state> null <endofstate> <history> USER: Hallo, ich komme als Tourist nach Suzhou und möchte den Suzhou Industrial Park besuchen. Können Sie einige gute Orte im Handelszentrum empfehlen? <endofhistory>	"( attraction ) area equal_to "" Industriepark Suzhou "" , type equal_to "" Geschäftszentrum """	area	Industriepark Suzhou
attraction_goal_2-9_v2###7336	1	DST: <state> null <endofstate> <history> USER: Hallo, ich komme als Tourist nach Suzhou und möchte den Suzhou Industrial Park besuchen. Können Sie einige gute Orte im Handelszentrum empfehlen? <endofhistory>	"( attraction ) area equal_to "" Industriepark Suzhou "" , type equal_to "" Geschäftszentrum """	type	Geschäftszentrum
Car_goal_1-48_v2###8677	1	DST: <state> null <endofstate> <history> USER: Hallo, ich habe vor, einen Geländewagen zu kaufen, wobei wir meistens 6 Personen im Auto sein werden. Haben Sie etwas zu empfehlen? <endofhistory>	"( car ) classification equal_to "" SUV "" , number_of_seats equal_to "" 6 """	classification	SUV
Car_goal_1-48_v2###8677	2	"DST: <state> ( car ) classification equal_to "" SUV "" , number_of_seats equal_to "" 6 "" <endofstate> <history> AGENT_ACTS: ( car ) request pricerange USER: Mein Budget liegt bei etwa 150.000 bis 200.000 Yuan. <endofhistory>"	"( car ) classification equal_to "" MPV "" , number_of_seats equal_to "" 6 "" , pricerange equal_to "" 150.000 bis 200.000 Yuan "" , series equal_to "" VW Touran L """	classification	MPV
Car_goal_1-48_v2###8677	2	"DST: <state> ( car ) classification equal_to "" SUV "" , number_of_seats equal_to "" 6 "" <endofstate> <history> AGENT_ACTS: ( car ) request pricerange USER: Mein Budget liegt bei etwa 150.000 bis 200.000 Yuan. <endofhistory>"	"( car ) classification equal_to "" MPV "" , number_of_seats equal_to "" 6 "" , pricerange equal_to "" 150.000 bis 200.000 Yuan "" , series equal_to "" VW Touran L """	series	VW Touran L
Car_goal_1-48_v2###8677	3	"DST: <state> ( car ) classification equal_to "" MPV "" , number_of_seats equal_to "" 6 "" , pricerange equal_to "" 150.000 bis 200.000 Yuan "" , series equal_to "" VW Touran L "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) request pricerange AGENT_ACTS: ( car ) recommend name equal_to "" Volkswagen Touran L 280TSI 6-Sitzer "" USER: Hat dieses Modell einen Tempomat? <endofhistory>"	"( car ) classification equal_to "" MPV "" , number_of_seats equal_to "" 7 "" , pricerange equal_to "" 150.000 bis 200.000 Yuan "" , series equal_to "" VW Touran L """	number_of_seats	7
Car_goal_1-48_v2###8677	3	"DA: <knowledge> ( car ) 4wd "" Zweirad "" , available_options "" 1 "" , brand "" SAIC-Volkswagen "" , classification "" MPV "" , cruise_control_system "" Stimmt "" , heated_seats "" FALSCH "" , hybrid "" Gas "" , name "" Volkswagen Touran L 280TSI 6-Sitzer "" , number_of_seats "" 7 "" , parking_assist_system "" Stimmt "" , power_level "" relativ stark "" , price "" 177.800 "" , pricerange "" 150.000-200.000 "" , series "" VW Touran L "" , size "" klein oder mittelgroß "" , ventilated_seats "" FALSCH "" <endofknowledge> <state> ( car ) classification equal_to "" MPV "" , number_of_seats equal_to "" 7 "" , pricerange equal_to "" 150.000 bis 200.000 Yuan "" , series equal_to "" VW Touran L "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) request pricerange AGENT_ACTS: ( car ) recommend name equal_to "" Volkswagen Touran L 280TSI 6-Sitzer "" USER: Hat dieses Modell einen Tempomat? <endofhistory>"	"( car ) inform cruise_control_system equal_to "" Ja """	cruise_control_system	Ja
Car_goal_5-52_v2###8754	1	DST: <state> null <endofstate> <history> USER: Hallo, ich plane den Kauf eines gasbetriebenen Hatchback und mein Budget liegt bei etwa 150.000 bis 200.000 Yuan. Haben Sie ein Modell zu empfehlen? <endofhistory>	"( car ) classification equal_to "" Schrägheck "" , hybrid equal_to "" gasbetriebenen "" , pricerange equal_to "" 150.000 bis 200.000 Yuan """	classification	Schrägheck
Car_goal_5-52_v2###8754	2	"DST: <state> ( car ) classification equal_to "" Schrägheck "" , hybrid equal_to "" gasbetriebenen "" , pricerange equal_to "" 150.000 bis 200.000 Yuan "" <endofstate> <history> AGENT_ACTS: ( car ) recommend name equal_to "" Luxusausgabe des Volkswagen Golf 280TSI DSG "" USER: Ist es mit belüfteten Sitzen ausgestattet? <endofhistory>"	"( car ) classification equal_to "" Schrägheck "" , hybrid equal_to "" gasbetriebenen "" , pricerange equal_to "" 150.000 bis 200.000 Yuan "" , series equal_to "" VW Golf """	series	VW Golf
Car_goal_5-52_v2###8754	2	"DA: <knowledge> ( car ) 4wd "" Zweirad "" , available_options "" 1 "" , brand "" FAW-Volkswagen "" , classification "" Schrägheck "" , cruise_control_system "" Stimmt "" , heated_seats "" Stimmt "" , hybrid "" Gas "" , name "" Luxusausgabe des Volkswagen Golf 280TSI DSG "" , number_of_seats "" 5 "" , parking_assist_system "" FALSCH "" , power_level "" relativ stark "" , price "" 165.200 "" , pricerange "" 150.000-200.000 "" , series "" VW Golf "" , size "" klein oder mittelgroß "" , ventilated_seats "" FALSCH "" <endofknowledge> <state> ( car ) classification equal_to "" Schrägheck "" , hybrid equal_to "" gasbetriebenen "" , pricerange equal_to "" 150.000 bis 200.000 Yuan "" , series equal_to "" VW Golf "" <endofstate> <history> AGENT_ACTS: ( car ) recommend name equal_to "" Luxusausgabe des Volkswagen Golf 280TSI DSG "" USER: Ist es mit belüfteten Sitzen ausgestattet? <endofhistory>"	"( car ) inform ventilated_seats equal_to "" verfügt leider nicht über """	ventilated_seats	verfügt leider nicht über
Car_goal_5-52_v2###8754	3	"DA: <knowledge> ( car ) 4wd "" Zweirad "" , available_options "" 1 "" , brand "" FAW-Volkswagen "" , classification "" Schrägheck "" , cruise_control_system "" Stimmt "" , heated_seats "" Stimmt "" , hybrid "" Gas "" , name "" Luxusausgabe des Volkswagen Golf 280TSI DSG "" , number_of_seats "" 5 "" , parking_assist_system "" FALSCH "" , power_level "" relativ stark "" , price "" 165.200 "" , pricerange "" 150.000-200.000 "" , series "" VW Golf "" , size "" klein oder mittelgroß "" , ventilated_seats "" FALSCH "" <endofknowledge> <state> ( car ) classification equal_to "" Schrägheck "" , hybrid equal_to "" gasbetriebenen "" , pricerange equal_to "" 150.000 bis 200.000 Yuan "" , series equal_to "" VW Golf "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) recommend name equal_to "" Luxusausgabe des Volkswagen Golf 280TSI DSG "" AGENT_ACTS: ( car ) inform ventilated_seats equal_to "" verfügt leider nicht über "" USER: Hat es einen Tempomat? <endofhistory>"	"( car ) inform cruise_control_system equal_to "" Ja """	cruise_control_system	Ja
Car_goal_5-52_v2###8754	4	"DA: <knowledge> ( car ) 4wd "" Zweirad "" , available_options "" 1 "" , brand "" FAW-Volkswagen "" , classification "" Schrägheck "" , cruise_control_system "" Stimmt "" , heated_seats "" Stimmt "" , hybrid "" Gas "" , name "" Luxusausgabe des Volkswagen Golf 280TSI DSG "" , number_of_seats "" 5 "" , parking_assist_system "" FALSCH "" , power_level "" relativ stark "" , price "" 165.200 "" , pricerange "" 150.000-200.000 "" , series "" VW Golf "" , size "" klein oder mittelgroß "" , ventilated_seats "" FALSCH "" <endofknowledge> <state> ( car ) classification equal_to "" Schrägheck "" , hybrid equal_to "" gasbetriebenen "" , pricerange equal_to "" 150.000 bis 200.000 Yuan "" , series equal_to "" VW Golf "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) inform ventilated_seats equal_to "" verfügt leider nicht über "" AGENT_ACTS: ( car ) inform cruise_control_system equal_to "" Ja "" USER: Wie sieht es mit der Sitzheizung aus? <endofhistory>"	"( car ) inform heated_seats equal_to "" hat """	heated_seats	hat
restaurant_goal_4-65_v2###8483	1	DST: <state> null <endofstate> <history> USER: Hallo, ich suche ein günstiges Restaurant im Bezirk Wuzhong und es wäre am besten, wenn ich direkt mit der U-Bahn dorthin gelangen könnte. <endofhistory>	"( restaurant ) area equal_to "" Wuzhong District "" , metro_station equal_to "" Sie können direkt mit der U-Bahn dorthin gelangen "" , pricerange equal_to "" billig """	area	Wuzhong District
restaurant_goal_4-65_v2###8483	1	DST: <state> null <endofstate> <history> USER: Hallo, ich suche ein günstiges Restaurant im Bezirk Wuzhong und es wäre am besten, wenn ich direkt mit der U-Bahn dorthin gelangen könnte. <endofhistory>	"( restaurant ) area equal_to "" Wuzhong District "" , metro_station equal_to "" Sie können direkt mit der U-Bahn dorthin gelangen "" , pricerange equal_to "" billig """	pricerange	billig
restaurant_goal_4-65_v2###8483	3	"DA: <knowledge> ( restaurant ) address "" Nr. 47-1, Jinshan Road (Nr. B1001-2, Etage B1, Mudu Tianhong Mall) "" , area "" Wuzhong District "" , available_options "" 1 "" , business_hours "" 10:00–20:30, Montag bis Sonntag "" , cuisine "" Fastfood "" , dishes "" Gekochter Fisch ohne Knochen mit eingelegtem Kohl und Chili "" , metro_station "" Stimmt "" , name "" Goodman Volkssnacks "" , per_capita_consumption "" 42 Yuan "" , phone_number "" 0512-83989318 "" , pricerange "" billig "" , score "" 4.5 "" <endofknowledge> <state> ( restaurant ) area equal_to "" Wuzhong District "" , metro_station equal_to "" Sie können direkt mit der U-Bahn dorthin gelangen "" , name equal_to "" Goodman Volkssnacks "" , pricerange equal_to "" billig "" <endofstate> <history> AGENT_ACTS_PREV: ( restaurant ) recommend name equal_to "" Goodman Volkssnacks "" AGENT_ACTS: ( restaurant ) inform per_capita_consumption equal_to "" 42 Yuan "" USER: Wie sieht es mit den Öffnungszeiten aus? <endofhistory>"	"( restaurant ) inform business_hours equal_to "" 10:00-20:30, Monday to Sunday. """	business_hours	10:00-20:30, Monday to Sunday.
restaurant_goal_4-65_v2###8483	4	"DA: <knowledge> ( restaurant ) address "" Nr. 47-1, Jinshan Road (Nr. B1001-2, Etage B1, Mudu Tianhong Mall) "" , area "" Wuzhong District "" , available_options "" 1 "" , business_hours "" 10:00–20:30, Montag bis Sonntag "" , cuisine "" Fastfood "" , dishes "" Gekochter Fisch ohne Knochen mit eingelegtem Kohl und Chili "" , metro_station "" Stimmt "" , name "" Goodman Volkssnacks "" , per_capita_consumption "" 42 Yuan "" , phone_number "" 0512-83989318 "" , pricerange "" billig "" , score "" 4.5 "" <endofknowledge> <state> ( restaurant ) area equal_to "" Wuzhong District "" , metro_station equal_to "" Sie können direkt mit der U-Bahn dorthin gelangen "" , name equal_to "" Goodman Volkssnacks "" , pricerange equal_to "" billig "" <endofstate> <history> AGENT_ACTS_PREV: ( restaurant ) inform per_capita_consumption equal_to "" 42 Yuan "" AGENT_ACTS: ( restaurant ) inform business_hours equal_to "" 10:00-20:30, Monday to Sunday. "" USER: Und wo ist es? <endofhistory>"	"( restaurant ) inform address equal_to "" Jinshan Road Nr. 47-1 (Nr. B1001-2, B1F, Einkaufszentrum Mudu Rainbow) """	address	Jinshan Road Nr. 47-1 (Nr. B1001-2, B1F, Einkaufszentrum Mudu Rainbow)
hotel_goal_4-32###5424	1	DST: <state> null <endofstate> <history> USER: Hallo, ich plane eine Reise nach Suzhou. Können Sie ein 5-Sterne Resort empfehlen? <endofhistory>	"( hotel ) hotel_type equal_to "" Resort-Hotel "" , star equal_to "" 5 """	hotel_type	Resort-Hotel
hotel_goal_1-46###5985	1	DST: <state> null <endofstate> <history> USER: Hallo, aus beruflichen Gründen gehe ich auf Geschäftsreise in den Bezirk Wuzhong, Suzhou. Könnt ihr mir ein günstigeres Hotel in der Nähe empfehlen? <endofhistory>	"( hotel ) area equal_to "" Wuzhong District "" , pricerange equal_to "" günstiger """	area	Wuzhong District
train_goal_4-7###557	3	"DA: <knowledge> ( train ) arrival_time "" 18:36 Uhr an diesem Tag "" , available_options "" 2 "" , classification "" Schnellzug "" , date "" nächsten Freitagmorgen "" , departure "" Shenzhen "" , departure_time "" 08:02 an diesem Tag "" , destination "" Hangzhou "" , duration "" 10 Stunden und 34 Minuten "" , seat_type "" erste Klasse "" , ticket_price "" 867,0 Yuan "" , train_number "" D2294, von Shenzhenbei nach Hangzhoudong "" <endofknowledge> <state> ( train ) classification equal_to "" Schnellzug "" , date equal_to "" nächsten Freitagmorgen "" , departure equal_to "" Shenzhen "" , destination equal_to "" Hangzhou "" <endofstate> <history> AGENT_ACTS_PREV: ( train ) inform classification equal_to "" Schnellzug "" AGENT_ACTS: ( train ) inform seat_type equal_to "" erste Klasse "" , recommend train_number equal_to "" D2294, von Shenzhenbei nach Hangzhoudong "" USER: Was kostet dieses Ticket? Übrigens, könnten Sie mir helfen, High Speed Trains zu überprüfen, die ungefähr zur gleichen Zeit von diesem Ort abfahren? <endofhistory>"	"( train ) inform ticket_price equal_to "" 867,0 Yuan "" , inform train_number equal_to "" G1604, von Shenzhenbei nach Hangzhoudong """	train_number	G1604, von Shenzhenbei nach Hangzhoudong
