movie_tv_goal_4-21###6617	4	"DA: <knowledge> ( tv ) available_options "" 1 "" , decade "" 2010s "" , director "" Nobuhiro Doi "" , douban_score "" 9.1 "" , episode_length "" 45 minutes "" , episodes "" 10 episodes "" , name_list "" Matsu Takako/Mitsushima Hikari/Takahashi Issey "" , premiere_time "" 2017-01-17 in Japan "" , production_country_or_area "" Japan "" , star "" Matsu Takako "" , title "" Quartet "" , type "" suspenseful "" <endofknowledge> <state> ( tv ) decade equal_to "" 2010s "" , production_country_or_area equal_to "" Japanese TV show "" , type equal_to "" suspenseful "" <endofstate> <history> AGENT_ACTS_PREV: ( tv ) request type AGENT_ACTS: ( tv ) recommend title equal_to "" Quartet "" USER: When did it premiere? <endofhistory>"	"( tv ) inform premiere_time equal_to "" January 17, 2017 """	premiere_time	January 17, 2017
train_goal_2-69_v2###10801	3	"DA: <knowledge> ( train ) arrival_time "" 18:37 that day "" , available_options "" 1 "" , classification "" high-speed "" , date "" next Thursday morning "" , departure "" Beijing "" , departure_time "" 10:00 that day "" , destination "" Shenzhen "" , duration "" 8 hours and 37 minutes "" , seat_type "" first class "" , ticket_price "" 1479.5 yuan "" , train_number "" G79, from Beijingxi to Shenzhenbei "" <endofknowledge> <state> ( train ) classification equal_to "" high-speed train "" , date equal_to "" next Thursday morning "" , departure equal_to "" Beijing "" , destination equal_to "" Shenzhen "" , seat_type equal_to "" first class "" <endofstate> <history> AGENT_ACTS_PREV: ( train ) recommend train_number equal_to "" G79, from Beijingxi to Shenzhenbei "" AGENT_ACTS: ( train ) inform departure_time equal_to "" 10:00 that day "" USER: How much is a first class ticket? <endofhistory>"	"( train ) inform ticket_price equal_to "" 1,479.5 yuan """	ticket_price	1,479.5 yuan
train_goal_2-69_v2###10801	5	"DST: <state> ( train ) classification equal_to "" high-speed train "" , date equal_to "" next Tuesday morning "" , departure equal_to "" Beijing "" , destination equal_to "" Shenzhen "" <endofstate> <history> AGENT_ACTS_PREV: ( train ) inform ticket_price equal_to "" 1,479.5 yuan "" AGENT_ACTS: ( train ) recommend train_number equal_to "" G79, from Beijingxi to Shenzhenbei "" USER: Is the departure time the same as next Thursday's? <endofhistory>"	"( train ) classification equal_to "" high-speed train "" , date equal_to "" next Tuesday Morning "" , departure equal_to "" Beijing "" , destination equal_to "" Shenzhen """	date	next Tuesday Morning
train_goal_2-69_v2###10801	5	"DA: <knowledge> ( train ) arrival_time "" 18:37 that day "" , available_options "" 2 "" , classification "" high-speed "" , date "" next Tuesday morning "" , departure "" Beijing "" , departure_time "" 10:00 that day "" , destination "" Shenzhen "" , duration "" 8 hours and 37 minutes "" , seat_type "" first class "" , ticket_price "" 1479.5 yuan "" , train_number "" G79, from Beijingxi to Shenzhenbei "" <endofknowledge> <state> ( train ) classification equal_to "" high-speed train "" , date equal_to "" next Tuesday Morning "" , departure equal_to "" Beijing "" , destination equal_to "" Shenzhen "" <endofstate> <history> AGENT_ACTS_PREV: ( train ) inform ticket_price equal_to "" 1,479.5 yuan "" AGENT_ACTS: ( train ) recommend train_number equal_to "" G79, from Beijingxi to Shenzhenbei "" USER: Is the departure time the same as next Thursday's? <endofhistory>"	"( train ) inform departure_time equal_to "" 10:00 on the morning of that day """	departure_time	10:00 on the morning of that day
attraction_hotel_goal_2-27###6205	4	"DA: <knowledge> ( attraction ) address "" No.158, Xinggang Street, Suzhou Industrial Park, Suzhou City "" , area "" Suzhou Industrial Park "" , available_options "" 1 "" , consumption "" slightly expensive "" , features "" get a good view of tall buildings like the Gate of the Orient, ride the Ferris wheel, take a night cruise, and feel the modern side of Suzhou. "" , metro_station "" true "" , name "" Jinji Lake Scenic Area "" , opening_hours "" all day "" , phone_number "" 400-7558558 "" , score "" 4.5 "" , the_most_suitable_people "" dating "" , ticket_price "" free "" , type "" landscape scenic spot "" <endofknowledge> <state> ( attraction ) area equal_to "" Suzhou Industrial Park "" , consumption equal_to "" slightly more expensive "" , name equal_to "" Jinji Lake Scenic Area "" <endofstate> <history> AGENT_ACTS_PREV: ( attraction ) recommend name equal_to "" Jinji Lake Scenic Area "" AGENT_ACTS: ( attraction ) inform score equal_to "" 4.5 "" USER: What is there to see in this scenic area? <endofhistory>"	"( attraction ) inform features equal_to "" get a good view of tall buildings like the Gate of the Orient. You can also ride the Ferris wheel and take a night cruise to experience the modern side of Suzhou """	features	get a good view of tall buildings like the Gate of the Orient. You can also ride the Ferris wheel and take a night cruise to experience the modern side of Suzhou
Car_goal_1-12###4333	3	"DA: <knowledge> ( car ) Message = No item available. <endofknowledge> <state> ( car ) classification equal_to "" SUV "" , number_of_seats equal_to "" 1 "" , pricerange equal_to "" over 300,000 yuan "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) request number_of_seats AGENT_ACTS: ( car ) request pricerange USER: My budget is over 300,000 yuan. <endofhistory>"	"( car ) recommend name equal_to "" Tiguan-L 380TSI R-Line 4WD Ultimate Edition """	name	Tiguan-L 380TSI R-Line 4WD Ultimate Edition
Car_goal_1-12###4333	4	"DA: <knowledge> ( car ) Message = No item available. <endofknowledge> <state> ( car ) classification equal_to "" SUV "" , number_of_seats equal_to "" 1 "" , pricerange equal_to "" over 300,000 yuan "" , series equal_to "" Tiguan-L "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) request pricerange AGENT_ACTS: ( car ) recommend name equal_to "" Tiguan-L 380TSI R-Line 4WD Ultimate Edition "" USER: Does it have ventilated seats? <endofhistory>"	"( car ) inform ventilated_seats equal_to "" Yes """	ventilated_seats	Yes
tv_goal_4-10###6441	2	"DST: <state> ( tv ) production_country_or_area equal_to "" Taiwan, China "" <endofstate> <history> AGENT_ACTS: ( tv ) request star , request type USER: I don't care about the category that much. I just want to watch a TV show starring Ko Su-Yun. <endofhistory>"	"( tv ) production_country_or_area equal_to "" a TV show from Taiwan, China "" , star equal_to "" Ko Su-Yun """	production_country_or_area	a TV show from Taiwan, China
tv_goal_4-10###6441	3	"DA: <knowledge> ( tv ) available_options "" 1 "" , decade "" 2010s "" , director "" Chen Wei-Ling "" , douban_score "" 8.4 "" , episode_length "" 50 minutes "" , episodes "" 10 episodes "" , name_list "" Ko Su-Yun, Liu Zi-Chuan, Tseng Shao-Zong and Ling Hsin-Yu "" , premiere_time "" in Taiwan, China on July 7, 2018 "" , production_country_or_area "" Taiwan, China "" , star "" Ko Su-Yun "" , title "" On Children "" , type "" sci-fi "" <endofknowledge> <state> ( tv ) production_country_or_area equal_to "" Taiwan, China "" , star equal_to "" Ko Su-Yun "" <endofstate> <history> AGENT_ACTS_PREV: ( tv ) request star , request type AGENT_ACTS: ( tv ) recommend title equal_to "" On Children "" USER: When did it premiere? <endofhistory>"	"( tv ) inform premiere_time equal_to "" July 7, 2018, in Taiwan, China """	premiere_time	July 7, 2018, in Taiwan, China
tv_goal_4-10###6441	5	"DA: <knowledge> ( tv ) available_options "" 1 "" , decade "" 1990s "" , director "" Shui-Ching Lai "" , douban_score "" 7.8 "" , episode_length "" 50 minutes "" , episodes "" 64 episodes "" , name_list "" Steve Ma/Cecilia Yip/Kathy Chau/Suen Hing "" , premiere_time "" 1994-03-10 in Taiwan, China "" , production_country_or_area "" Taiwan, China "" , star "" Steve Ma Jingtao "" , title "" the Heaven Sword and Dragon Saber "" , type "" feature "" <endofknowledge> <state> ( tv ) production_country_or_area equal_to "" Taiwan, China "" , star equal_to "" Steve Ma Jingtao "" , type equal_to "" feature dramas "" <endofstate> <history> AGENT_ACTS_PREV: ( tv ) inform premiere_time equal_to "" July 7, 2018, in Taiwan, China "" AGENT_ACTS: ( tv ) inform director equal_to "" Chen Wei-Ling "" , inform name_list equal_to "" Ko Su-Yun, Liu Zi-Chuan, Tseng Shao-Zong and Ling Hsin-Yu "" USER: Ok, I see. Could you recommend some feature dramas starring Steve Ma Jingtao? <endofhistory>"	"( tv ) recommend title equal_to "" Heaven Sword and Dragon Sabre """	title	Heaven Sword and Dragon Sabre
Class_goal_1-17_v2###9219	3	"DA: <knowledge> ( class ) area "" Gusu District "" , available_options "" 4 "" , campus "" Pingjiang New Town Learning Center, Gusu District "" , class_number "" PM6J24004A "" , classroom "" Room 307, Pingjiang New Town Learning Center "" , day "" Sunday "" , end_date "" June 21, 2020 "" , end_time "" 12:20 "" , grade "" sixth grade "" , hours "" 20 "" , level "" advanced class "" , price "" 1600 "" , start_date "" April 19, 2020 "" , start_time "" 10:20 "" , subject "" math "" , teacher "" Xia Zhengdong "" , time "" morning "" , times "" 10 "" , type "" face-to-face "" <endofknowledge> <state> ( class ) day equal_to "" Sunday "" , grade equal_to "" sixth grade "" , subject equal_to "" math "" , time equal_to "" morning "" <endofstate> <history> AGENT_ACTS_PREV: ( class ) recommend class_number equal_to "" PM6J24004A "" AGENT_ACTS: ( class ) inform end_date equal_to "" June 21, 2020 "" USER: Ok. Where is the class held? <endofhistory>"	"( class ) inform classroom equal_to "" No. 307, Pingjiang New Town. """	classroom	No. 307, Pingjiang New Town.
Class_goal_1-17_v2###9219	5	"DA: <knowledge> ( class ) area "" Gusu District "" , available_options "" 4 "" , campus "" Pingjiang New Town Learning Center, Gusu District "" , class_number "" PM6J24004A "" , classroom "" Room 307, Pingjiang New Town Learning Center "" , day "" Sunday "" , end_date "" June 21, 2020 "" , end_time "" 12:20 "" , grade "" sixth grade "" , hours "" 20 "" , level "" advanced class "" , price "" 1600 "" , start_date "" April 19, 2020 "" , start_time "" 10:20 "" , subject "" math "" , teacher "" Xia Zhengdong "" , time "" morning "" , times "" 10 "" , type "" face-to-face "" <endofknowledge> <state> ( class ) day equal_to "" Sunday "" , grade equal_to "" sixth grade "" , subject equal_to "" math "" , time equal_to "" morning "" <endofstate> <history> AGENT_ACTS_PREV: ( class ) inform classroom equal_to "" No. 307, Pingjiang New Town. "" AGENT_ACTS: ( class ) inform times equal_to "" 10 "" USER: How much is the tuition fee? <endofhistory>"	"( class ) inform price equal_to "" 1,600 """	price	1600
train_goal_2-63###928	4	"DA: <knowledge> ( train ) arrival_time "" 20:59 that day "" , available_options "" 1 "" , classification "" bullet train "" , date "" next Tuesday afternoon "" , departure "" Hangzhou "" , departure_time "" 14:23 that day "" , destination "" Xiamen "" , duration "" 6 hours and 36 minutes "" , seat_type "" second class "" , ticket_price "" 352.0 yuan "" , train_number "" D3141, from Hangzhoudong to Xiamenbei "" <endofknowledge> <state> ( train ) classification equal_to "" bullet trains "" , date equal_to "" next Tuesday afternoon "" , departure equal_to "" Hangzhou "" , destination equal_to "" Xiamen "" , seat_type equal_to "" second class "" <endofstate> <history> AGENT_ACTS_PREV: ( train ) general AGENT_ACTS: ( train ) inform departure_time equal_to "" 14:23 "" USER: The departure time really is convenient for me. How much is a second class ticket? <endofhistory>"	"( train ) inform ticket_price equal_to "" 352 yuan """	ticket_price	352 yuan
attraction_restaurant_goal_3-40_v2###7549	2	"DST: <state> ( attraction ) consumption equal_to "" cheap "" , type equal_to "" historic site in Gusu District "" <endofstate> <history> AGENT_ACTS: ( attraction ) recommend name equal_to "" Suzhou Museum "" USER: What's special about this place? Is there a direct subway to the museum? <endofhistory>"	"( attraction ) consumption equal_to "" cheap "" , name equal_to "" the Suzhou Museum "" , type equal_to "" historic site in Gusu District """	name	the Suzhou Museum
attraction_restaurant_goal_3-40_v2###7549	2	"DA: <knowledge> ( attraction ) address "" No. 204, Dong Bei Street, Gusu District, Suzhou "" , area "" Gusu District "" , available_options "" 1 "" , consumption "" cheap "" , features "" The new and exquisitely elegant museum building of the Suzhou Museum designed by Ieoh Ming Pei is worth visiting and you can also enjoy the treasured Olive Green Lotus-Shaped Bowl. "" , metro_station "" false "" , name "" Suzhou Museum "" , opening_hours "" 09:00-17:00 "" , phone_number "" 0512-67575666 "" , score "" 4.6 "" , the_most_suitable_people "" friends "" , ticket_price "" free "" , type "" historic site in Gusu District "" <endofknowledge> <state> ( attraction ) consumption equal_to "" cheap "" , name equal_to "" the Suzhou Museum "" , type equal_to "" historic site in Gusu District "" <endofstate> <history> AGENT_ACTS: ( attraction ) recommend name equal_to "" Suzhou Museum "" USER: What's special about this place? Is there a direct subway to the museum? <endofhistory>"	"( attraction ) inform features equal_to "" new and exquisitely elegant museum building designed by Ieoh Ming Pei. You can also enjoy the treasured Olive Green Lotus-Shaped Bowl in the museum. "" , inform metro_station equal_to "" You can get there directly by subway. """	features	new and exquisitely elegant museum building designed by Ieoh Ming Pei. You can also enjoy the treasured Olive Green Lotus-Shaped Bowl in the museum.
attraction_restaurant_goal_3-40_v2###7549	4	"DA: <knowledge> ( attraction ) address "" No. 204, Dong Bei Street, Gusu District, Suzhou "" , area "" Gusu District "" , available_options "" 1 "" , consumption "" cheap "" , features "" The new and exquisitely elegant museum building of the Suzhou Museum designed by Ieoh Ming Pei is worth visiting and you can also enjoy the treasured Olive Green Lotus-Shaped Bowl. "" , metro_station "" false "" , name "" Suzhou Museum "" , opening_hours "" 09:00-17:00 "" , phone_number "" 0512-67575666 "" , score "" 4.6 "" , the_most_suitable_people "" friends "" , ticket_price "" free "" , type "" historic site in Gusu District "" , ( restaurant ) address "" 1F, Aeon Mall, No. 188, Suzhentao Road, Yuexi "" , area "" Wuzhong District "" , available_options "" 1 "" , business_hours "" 10:00–22:00, Monday to Sunday "" , cuisine "" Japanese "" , dishes "" foie gras "" , metro_station "" false "" , name "" One Plus Conveyor Belt Sushi "" , per_capita_consumption "" 58 yuan "" , phone_number "" 0512-65884527 "" , pricerange "" cheap "" , score "" 4.4 "" <endofknowledge> <state> ( attraction ) consumption equal_to "" cheap "" , name equal_to "" the Suzhou Museum "" , type equal_to "" historic site in Gusu District "" , ( restaurant ) cuisine equal_to "" Japanese cuisine "" , name equal_to "" One Plus Conveyor Belt Sushi "" , pricerange equal_to "" cheaper "" <endofstate> <history> AGENT_ACTS_PREV: ( attraction ) inform features equal_to "" new and exquisitely elegant museum building designed by Ieoh Ming Pei. You can also enjoy the treasured Olive Green Lotus-Shaped Bowl in the museum. "" , inform metro_station equal_to "" You can get there directly by subway. "" AGENT_ACTS: ( restaurant ) recommend name equal_to "" One Plus Conveyor Belt Sushi "" USER: How about the opening hours of this restaurant? And where is it? <endofhistory>"	"( restaurant ) inform address equal_to "" 1F, Aeon Mall, No. 188, Su Zhentao Road, Yuexi Sub-district. "" , inform business_hours equal_to "" 10:00-22:00, Monday to Sunday. """	address	1F, Aeon Mall, No. 188, Su Zhentao Road, Yuexi Sub-district.
attraction_restaurant_goal_3-40_v2###7549	4	"DA: <knowledge> ( attraction ) address "" No. 204, Dong Bei Street, Gusu District, Suzhou "" , area "" Gusu District "" , available_options "" 1 "" , consumption "" cheap "" , features "" The new and exquisitely elegant museum building of the Suzhou Museum designed by Ieoh Ming Pei is worth visiting and you can also enjoy the treasured Olive Green Lotus-Shaped Bowl. "" , metro_station "" false "" , name "" Suzhou Museum "" , opening_hours "" 09:00-17:00 "" , phone_number "" 0512-67575666 "" , score "" 4.6 "" , the_most_suitable_people "" friends "" , ticket_price "" free "" , type "" historic site in Gusu District "" , ( restaurant ) address "" 1F, Aeon Mall, No. 188, Suzhentao Road, Yuexi "" , area "" Wuzhong District "" , available_options "" 1 "" , business_hours "" 10:00–22:00, Monday to Sunday "" , cuisine "" Japanese "" , dishes "" foie gras "" , metro_station "" false "" , name "" One Plus Conveyor Belt Sushi "" , per_capita_consumption "" 58 yuan "" , phone_number "" 0512-65884527 "" , pricerange "" cheap "" , score "" 4.4 "" <endofknowledge> <state> ( attraction ) consumption equal_to "" cheap "" , name equal_to "" the Suzhou Museum "" , type equal_to "" historic site in Gusu District "" , ( restaurant ) cuisine equal_to "" Japanese cuisine "" , name equal_to "" One Plus Conveyor Belt Sushi "" , pricerange equal_to "" cheaper "" <endofstate> <history> AGENT_ACTS_PREV: ( attraction ) inform features equal_to "" new and exquisitely elegant museum building designed by Ieoh Ming Pei. You can also enjoy the treasured Olive Green Lotus-Shaped Bowl in the museum. "" , inform metro_station equal_to "" You can get there directly by subway. "" AGENT_ACTS: ( restaurant ) recommend name equal_to "" One Plus Conveyor Belt Sushi "" USER: How about the opening hours of this restaurant? And where is it? <endofhistory>"	"( restaurant ) inform address equal_to "" 1F, Aeon Mall, No. 188, Su Zhentao Road, Yuexi Sub-district. "" , inform business_hours equal_to "" 10:00-22:00, Monday to Sunday. """	business_hours	10:00-22:00, Monday to Sunday.
flight_goal_3-17###7155	1	"DA: <knowledge> ( flight ) arrival_time "" 13:30 that day "" , available_options "" 2 "" , class_cabin "" economy class "" , date "" next Thursday "" , departure "" Beijing "" , departure_time "" 11:10 that day "" , destination "" Hangzhou "" , flight_information "" MU5132 of China Eastern Airlines from Terminal 2 of Beijing Capital International Airport to Terminal 3 of Xiaoshan International Airport "" , punctuality_rate "" 96.61% "" , ticket_price "" 540 yuan "" <endofknowledge> <state> ( flight ) date equal_to "" next Thursday "" , departure equal_to "" Beijing "" , destination equal_to "" Hangzhou "" <endofstate> <history> USER: Hi, I will fly to Hangzhou next Thursday to visit my clients. Could you help me check if there are any direct lines from Beijing to Hangzhou? <endofhistory>"	"( flight ) recommend flight_information equal_to "" MU5132 of China Eastern Airlines, from Terminal 2 of Beijing Capital International Airport to Terminal 3 of Hangzhou International Airport. """	flight_information	MU5132 of China Eastern Airlines, from Terminal 2 of Beijing Capital International Airport to Terminal 3 of Hangzhou International Airport.
flight_goal_3-17###7155	2	"DA: <knowledge> ( flight ) arrival_time "" 13:30 that day "" , available_options "" 1 "" , class_cabin "" business class "" , date "" next Thursday "" , departure "" Beijing "" , departure_time "" 11:10 that day "" , destination "" Hangzhou "" , flight_information "" MU5132 of China Eastern Airlines from Terminal 2 of Beijing Capital International Airport to Terminal 3 of Xiaoshan International Airport "" , punctuality_rate "" 96.61% "" , ticket_price "" 1590 yuan "" <endofknowledge> <state> ( flight ) class_cabin equal_to "" business class "" , date equal_to "" next Thursday "" , departure equal_to "" Beijing "" , destination equal_to "" Hangzhou "" <endofstate> <history> AGENT_ACTS: ( flight ) recommend flight_information equal_to "" MU5132 of China Eastern Airlines, from Terminal 2 of Beijing Capital International Airport to Terminal 3 of Hangzhou International Airport. "" USER: Great, how much is a business class ticket for this flight? <endofhistory>"	"( flight ) inform ticket_price equal_to "" 1,590 yuan """	ticket_price	1,590 yuan
flight_goal_3-17###7155	5	"DA: <knowledge> ( flight ) arrival_time "" 13:30 that day "" , available_options "" 1 "" , class_cabin "" economy class "" , date "" next Thursday "" , departure "" Beijing "" , departure_time "" 11:10 that day "" , destination "" Hangzhou "" , flight_information "" MU5132 of China Eastern Airlines from Terminal 2 of Beijing Capital International Airport to Terminal 3 of Xiaoshan International Airport "" , punctuality_rate "" 96.61% "" , ticket_price "" 540 yuan "" <endofknowledge> <state> ( flight ) class_cabin equal_to "" economy class "" , date equal_to "" next Thursday "" , departure equal_to "" Beijing "" , destination equal_to "" Hangzhou "" <endofstate> <history> AGENT_ACTS_PREV: ( flight ) inform ticket_price equal_to "" 540 yuan "" AGENT_ACTS: ( flight ) inform departure_time equal_to "" 11:10 that day "" USER: Ok, and how about the arrival time? If it is early, I'll invite my clients for dinner. <endofhistory>"	"( flight ) inform arrival_time equal_to "" 13:30 on the same day """	arrival_time	13:30 on the same day
PC_goal_5-24_v2###10404	5	"DA: <knowledge> ( pc ) available_options "" 2 "" , brand "" Dell "" , colour "" mainly silvery "" , computer_type "" laptop "" , cpu "" Intel Core i7 "" , cpu_model "" Intel Core i7 8565U "" , features "" a backlit keyboard, fingerprint recognition, PCIe SSD, quick charge, and Type-c port "" , game_performance "" entry-level "" , gpu_category "" discrete graphics card "" , gpu_model "" MX250 "" , hard_disk_capacity "" 256GB SSD "" , memory_capacity "" 8GB "" , operating_system "" Windows 10 "" , price "" 5,499 yuan "" , pricerange "" 5,000-10,000 "" , product_name "" Dell Inspiron 14 "" , screen_size "" 14-inch "" , series "" Dell Inspiron Series "" , standby_time "" >9 hours "" , usage "" regular "" , weight "" 1-1.5kg "" <endofknowledge> <state> ( pc ) CPU equal_to "" Intel Core i7 "" , computer_type equal_to "" laptop "" , memory_capacity equal_to "" 8GB "" , pricerange equal_to "" 5,000 to 10,000 "" <endofstate> <history> AGENT_ACTS_PREV: ( pc ) request pricerange AGENT_ACTS: ( pc ) recommend product_name equal_to "" Dell Inspiron 14 "" USER: What color is this laptop? <endofhistory>"	"( pc ) inform colour equal_to "" platinum silver """	colour	platinum silver
PC_goal_5-24_v2###10404	6	"DA: <knowledge> ( pc ) available_options "" 2 "" , brand "" Dell "" , colour "" mainly silvery "" , computer_type "" laptop "" , cpu "" Intel Core i7 "" , cpu_model "" Intel Core i7 8565U "" , features "" a backlit keyboard, fingerprint recognition, PCIe SSD, quick charge, and Type-c port "" , game_performance "" entry-level "" , gpu_category "" discrete graphics card "" , gpu_model "" MX250 "" , hard_disk_capacity "" 256GB SSD "" , memory_capacity "" 8GB "" , operating_system "" Windows 10 "" , price "" 5,499 yuan "" , pricerange "" 5,000-10,000 "" , product_name "" Dell Inspiron 14 "" , screen_size "" 14-inch "" , series "" Dell Inspiron Series "" , standby_time "" >9 hours "" , usage "" regular "" , weight "" 1-1.5kg "" <endofknowledge> <state> ( pc ) CPU equal_to "" Intel Core i7 "" , computer_type equal_to "" laptop "" , memory_capacity equal_to "" 8GB "" , pricerange equal_to "" 5,000 to 10,000 "" <endofstate> <history> AGENT_ACTS_PREV: ( pc ) recommend product_name equal_to "" Dell Inspiron 14 "" AGENT_ACTS: ( pc ) inform colour equal_to "" platinum silver "" USER: What's the exact price? <endofhistory>"	"( pc ) inform price equal_to "" 5,499 yuan. """	price	5,499 yuan.
PC_goal_5-24_v2###10404	7	"DA: <knowledge> ( pc ) available_options "" 2 "" , brand "" Dell "" , colour "" mainly silvery "" , computer_type "" laptop "" , cpu "" Intel Core i7 "" , cpu_model "" Intel Core i7 8565U "" , features "" a backlit keyboard, fingerprint recognition, PCIe SSD, quick charge, and Type-c port "" , game_performance "" entry-level "" , gpu_category "" discrete graphics card "" , gpu_model "" MX250 "" , hard_disk_capacity "" 256GB SSD "" , memory_capacity "" 8GB "" , operating_system "" Windows 10 "" , price "" 5,499 yuan "" , pricerange "" 5,000-10,000 "" , product_name "" Dell Inspiron 14 "" , screen_size "" 14-inch "" , series "" Dell Inspiron Series "" , standby_time "" >9 hours "" , usage "" regular "" , weight "" 1-1.5kg "" <endofknowledge> <state> ( pc ) CPU equal_to "" Intel Core i7 "" , computer_type equal_to "" laptop "" , memory_capacity equal_to "" 8GB "" , pricerange equal_to "" 5,000 to 10,000 "" <endofstate> <history> AGENT_ACTS_PREV: ( pc ) inform colour equal_to "" platinum silver "" AGENT_ACTS: ( pc ) inform price equal_to "" 5,499 yuan. "" USER: What about its standby time? <endofhistory>"	"( pc ) inform standby_time equal_to "" over 9 hours """	standby_time	over 9 hours
weather_goal_2-29_v2###2937	1	"DA: <knowledge> ( weather ) available_options "" 1 "" , city "" Chengdu "" , date "" next Tuesday "" , tamperature "" The maximum temperature will be 11 degrees Celsius and the minimum temperature will be 4 degrees Celsius. "" , uv_intensity "" the weakest "" , weather_condition "" overcast to light rain "" , wind "" a breeze without continuous direction "" <endofknowledge> <state> ( weather ) city equal_to "" Chengdu "" , date equal_to "" next Tuesday "" <endofstate> <history> USER: Hello, can you tell me what the weather will be like in Chengdu next Tuesday? <endofhistory>"	"( weather ) inform weather_condition equal_to "" cloudy and later light rain """	weather_condition	cloudy and later light rain
weather_goal_2-29_v2###2937	3	"DA: <knowledge> ( weather ) available_options "" 1 "" , city "" Guangzhou "" , date "" next Tuesday "" , tamperature "" The maximum temperature will be 18 degrees Celsius, and the minimum temperature will be 5 degrees Celsius. "" , uv_intensity "" very strong "" , weather_condition "" sunny to cloudy "" , wind "" a breeze without continuous direction "" <endofknowledge> <state> ( weather ) city equal_to "" Guangzhou "" , date equal_to "" next Tuesday "" <endofstate> <history> AGENT_ACTS_PREV: ( weather ) inform weather_condition equal_to "" cloudy and later light rain "" AGENT_ACTS: ( weather ) inform tamperature equal_to "" The maximum temperature will be 11 degrees Celsius and the minimum temperature will be 4 degrees Celsius. "" USER: How about the weather in Guangzhou on the same day? <endofhistory>"	"( weather ) inform weather_condition equal_to "" sunny and later cloudy """	weather_condition	sunny and later cloudy
weather_goal_2-29_v2###2937	4	"DA: <knowledge> ( weather ) available_options "" 1 "" , city "" Guangzhou "" , date "" next Tuesday "" , tamperature "" The maximum temperature will be 18 degrees Celsius, and the minimum temperature will be 5 degrees Celsius. "" , uv_intensity "" very strong "" , weather_condition "" sunny to cloudy "" , wind "" a breeze without continuous direction "" <endofknowledge> <state> ( weather ) city equal_to "" Guangzhou "" , date equal_to "" next Tuesday "" <endofstate> <history> AGENT_ACTS_PREV: ( weather ) inform tamperature equal_to "" The maximum temperature will be 11 degrees Celsius and the minimum temperature will be 4 degrees Celsius. "" AGENT_ACTS: ( weather ) inform weather_condition equal_to "" sunny and later cloudy "" USER: And how about the temperature? <endofhistory>"	"( weather ) inform tamperature equal_to "" The maximum temperature will be 18 degrees Celsius and the minimum temperature will be 5 degrees Celsius. """	tamperature	The maximum temperature will be 18 degrees Celsius and the minimum temperature will be 5 degrees Celsius.
PC_goal_1-53###4007	4	"DA: <knowledge> ( pc ) available_options "" 4 "" , brand "" Lenovo "" , colour "" N/A "" , computer_type "" desktop "" , cpu "" Intel Core i5 "" , cpu_model "" Intel Core i5-9400F "" , features "" N/A "" , game_performance "" entry-level "" , gpu_category "" discrete graphics card "" , gpu_model "" GT730 "" , hard_disk_capacity "" 256GB SSD + 1TB HDD "" , memory_capacity "" 8GB "" , operating_system "" Windows 10 "" , price "" 4,889 yuan "" , pricerange "" 5,000-10,000 "" , product_name "" Lenovo Tianyi 510Pro "" , screen_size "" 23-25 inches "" , series "" Lenovo Tianyi "" , standby_time "" N/A "" , usage "" business "" , weight "" 7.48kg "" <endofknowledge> <state> ( pc ) brand equal_to "" Lenovo "" , computer_type equal_to "" desktops "" , pricerange equal_to "" 5,000-10,000 yuan "" <endofstate> <history> AGENT_ACTS_PREV: ( pc ) inform operating_system equal_to "" Windows 10 "" AGENT_ACTS: ( pc ) inform weight equal_to "" 7.48kg "" USER: It's not too heavy. How much is this desktop? <endofhistory>"	"( pc ) inform price equal_to "" 4,889.0 """	price	4889
flight_weather_goal_1-49###1807	1	"DA: <knowledge> ( flight ) arrival_time "" 14:00 that day "" , available_options "" 1 "" , class_cabin "" first class "" , date "" next Monday "" , departure "" Beijing "" , departure_time "" 10:50 that day "" , destination "" Xiamen "" , flight_information "" CZ5051 of China Southern Airlines from Terminal 2 of Beijing Capital International Airport to Terminal 3 of Gaoqi International Airport "" , punctuality_rate "" 96.61% "" , ticket_price "" 9800 yuan "" <endofknowledge> <state> ( flight ) class_cabin equal_to "" first class "" , date equal_to "" next Monday "" , departure equal_to "" Beijing "" , destination equal_to "" Xiamen "" <endofstate> <history> USER: Hi, I'm going on a business trip to Xiamen next week. Please help me check the flights from Beijing to Xiamen next Monday. I prefer first class. <endofhistory>"	"( flight ) recommend flight_information equal_to "" flight CZ5051 of China Southern Airlines, from Terminal 2 of Beijing Capital International Airport to Terminal 3 of Gaoqi International Airport """	flight_information	flight CZ5051 of China Southern Airlines, from Terminal 2 of Beijing Capital International Airport to Terminal 3 of Gaoqi International Airport
