	source	target	source_entity	target_entity	source_span	target_span	dialogue_id	turn_id	utterance_type	source_word_span	target_word_span
703	Sure. You could take flight CZ5051 of China Southern Airlines, from Terminal 2 of Beijing Capital International Airport to Terminal 3 of Gaoqi International Airport.	Sicher. Sie können den Flug CZ5051 von China Southern Airlines vom Terminal 2 des Beijing Capital International Airport zum Terminal 3 des Gaoqi International Airport nehmen.	['flight CZ5051 of China Southern Airlines, from Terminal 2 of Beijing Capital International Airport to Terminal 3 of Gaoqi International Airport.']	['Flug CZ5051 von China Southern Airlines vom Terminal 2 des Beijing Capital International Airport zum Terminal 3 des Gaoqi International Airport']	[[21, 165]]	[[23, 166]]	flight_weather_goal_1-49###1807	0	system	[[4, 25]]	[[4, 25]]
704	When does this flight arrive in Xiamen?	Wann kommt dieser Flug in Xiamen an?	['Xiamen?']	['Xiamen']	[[32, 39]]	[[26, 32]]	flight_weather_goal_1-49###1807	1	user	[[6, 7]]	[[5, 6]]
705	It will arrive at 14:00 that day.	Es wird an diesem Tag um 14:00 Uhr ankommen.	['14:00 that day.']	['14:00 Uhr ankommen.']	[[18, 33]]	[[25, 44]]	flight_weather_goal_1-49###1807	1	system	[[4, 7]]	[[6, 9]]
706	How about the punctuality?	Wie sieht es mit der Pünktlichkeit aus?	[]	[]	[]	[]	flight_weather_goal_1-49###1807	2	user	[]	[]
707	The punctuality rate is 96.61%.	Die Pünktlichkeitsrate liegt bei 96,61 %.	['96.61%.']	['96,61 %.']	[[24, 31]]	[[33, 41]]	flight_weather_goal_1-49###1807	2	system	[[4, 5]]	[[4, 6]]
708	I don't want to get up too early. What about its departure time?	Ich will nicht zu früh aufstehen. Was ist mit seiner Abfahrtszeit?	[]	[]	[]	[]	flight_weather_goal_1-49###1807	3	user	[]	[]
709	The departure time is at 10:50 that day.	Die Abfahrtszeit ist um 10:50 Uhr an diesem Tag.	['10:50 that day.']	['10:50 Uhr an diesem Tag.']	[[25, 40]]	[[24, 48]]	flight_weather_goal_1-49###1807	3	system	[[5, 8]]	[[4, 9]]
710	Could you help me check the UV intensity in Xiamen next Monday?	Könnten Sie mir helfen, die UV-Intensität in Xiamen nächsten Montag zu überprüfen?	['Xiamen', 'next Monday?']	['Xiamen', 'nächsten Montag']	[[44, 50], [51, 63]]	[[45, 51], [52, 67]]	flight_weather_goal_1-49###1807	4	user	[[9, 10], [10, 12]]	[[7, 8], [8, 10]]
711	The UV intensity will be very strong.	Die UV-Intensität wird sehr stark sein.	['very strong.']	['sehr stark']	[[25, 37]]	[[23, 33]]	flight_weather_goal_1-49###1807	4	system	[[5, 7]]	[[3, 5]]
712	How about the weather on the same day?	Wie ist das Wetter am selben Tag?	[]	[]	[]	[]	flight_weather_goal_1-49###1807	5	user	[]	[]
713	It will be a sunny.	Es wird sonnig.	['sunny.']	['sonnig.']	[[13, 19]]	[[8, 15]]	flight_weather_goal_1-49###1807	5	system	[[4, 5]]	[[2, 3]]
714	I can't stand the cold. How about the temperature?	Ich kann die Kälte nicht ausstehen. Wie sieht es mit der Temperatur aus?	[]	[]	[]	[]	flight_weather_goal_1-49###1807	6	user	[]	[]
715	The maximum temperature will be 14 degrees Celsius and the minimum temperature will be 8 degrees Celsius.	Die Höchsttemperatur beträgt 14 Grad Celsius und die Mindesttemperatur 8 Grad Celsius.	['The maximum temperature will be 14 degrees Celsius and the minimum temperature will be 8 degrees Celsius.']	['Die Höchsttemperatur beträgt 14 Grad Celsius und die Mindesttemperatur 8 Grad Celsius.']	[[0, 105]]	[[0, 86]]	flight_weather_goal_1-49###1807	6	system	[[0, 17]]	[[0, 12]]
716	Ok, I see. Thank you for your information, goodbye.	OK, ich verstehe. Vielen Dank für Ihre Informationen, auf Wiedersehen.	[]	[]	[]	[]	flight_weather_goal_1-49###1807	7	user	[]	[]
717	Goodbye.	Auf Wiedersehen.	[]	[]	[]	[]	flight_weather_goal_1-49###1807	7	system	[]	[]
718	Hi, I'm going to Chengdu for business next week. Can you help me check the weather in Chengdu next Saturday?	Hallo, ich fahre nächste Woche geschäftlich nach Chengdu. Können Sie mir helfen, das Wetter in Chengdu nächsten Samstag zu überprüfen?	['next Saturday?']	['nächsten Samstag']	[[94, 108]]	[[103, 119]]	weather_goal_3-37###1268	0	user	[[18, 20]]	[[16, 18]]
719	Okay, it will start off cloudy and turn into overcast skies next Saturday in Chengdu.	Okay, nächsten Samstag wird es in Chengdu erst wölkig und dann in einen bedeckten Himmel übergehen.	['cloudy and turn into overcast skies', 'next Saturday', 'Chengdu.']	['wölkig und dann in einen bedeckten Himmel übergehen.', 'nächsten Samstag', 'Chengdu']	[[24, 59], [60, 73], [77, 85]]	[[47, 99], [6, 22], [34, 41]]	weather_goal_3-37###1268	0	system	[[5, 11], [11, 13], [14, 15]]	[[8, 16], [1, 3], [6, 7]]
720	And how about the temperature?	Und wie sieht es mit der Temperatur aus?	[]	[]	[]	[]	weather_goal_3-37###1268	1	user	[]	[]
721	The maximum temperature will be 15 degrees Celsius, and the minimum temperature will be 7 degrees Celsius.	Die maximale Temperatur beträgt 15 Grad Celsius und die minimale Temperatur 7 Grad Celsius.	['The maximum temperature will be 15 degrees Celsius, and the minimum temperature will be 7 degrees Celsius.']	['Die maximale Temperatur beträgt 15 Grad Celsius und die minimale Temperatur 7 Grad Celsius.']	[[0, 106]]	[[0, 91]]	weather_goal_3-37###1268	1	system	[[0, 17]]	[[0, 14]]
722	How about the UV intensity?	Wie sieht es mit der UV-Intensität aus?	[]	[]	[]	[]	weather_goal_3-37###1268	2	user	[]	[]
723	The UV intensity will be moderate, you still need to apply some sunscreen.	Die UV-Intensität wird moderat sein, Sie müssen trotzdem etwas Sonnencreme auftragen.	['moderate,']	['moderat']	[[25, 34]]	[[23, 30]]	weather_goal_3-37###1268	2	system	[[5, 6]]	[[3, 4]]
724	Can you tell me what the weather will be like next Friday in Chengdu?	Können Sie mir sagen, wie das Wetter nächsten Freitag in Chengdu sein wird?	['next Friday']	['nächsten Freitag']	[[46, 57]]	[[37, 53]]	weather_goal_3-37###1268	3	user	[[10, 12]]	[[7, 9]]
725	It will be cloudy next Friday.	Am kommenden Freitag ist es bewölkt.	['cloudy', 'next Friday.']	['bewölkt.', 'kommenden Freitag']	[[11, 17], [18, 30]]	[[28, 36], [3, 20]]	weather_goal_3-37###1268	3	system	[[3, 4], [4, 6]]	[[5, 6], [1, 3]]
726	How about the temperature?	Wie sieht es mit der Temperatur aus?	[]	[]	[]	[]	weather_goal_3-37###1268	4	user	[]	[]
727	The maximum temperature will be 15 degrees Celsius, and the minimum temperature will be 7 degrees Celsius.	Die maximale Temperatur beträgt 15 Grad Celsius und die minimale Temperatur 7 Grad Celsius.	['The maximum temperature will be 15 degrees Celsius, and the minimum temperature will be 7 degrees Celsius.']	['Die maximale Temperatur beträgt 15 Grad Celsius und die minimale Temperatur 7 Grad Celsius.']	[[0, 106]]	[[0, 91]]	weather_goal_3-37###1268	4	system	[[0, 17]]	[[0, 14]]
728	Thanks a lot.	Danke vielmals.	[]	[]	[]	[]	weather_goal_3-37###1268	5	user	[]	[]
729	You’re welcome.	Gern geschehen.	[]	[]	[]	[]	weather_goal_3-37###1268	5	system	[]	[]
730	Goodbye.	Auf Wiedersehen.	[]	[]	[]	[]	weather_goal_3-37###1268	6	user	[]	[]
731	Goodbye.	Auf Wiedersehen.	[]	[]	[]	[]	weather_goal_3-37###1268	6	system	[]	[]
732	Hello, I'm looking for a movie from Taiwan, China. Can you recommend a movie starring Leung Ka-Fai?	Hallo, ich suche einen Film aus Taiwan. Können Sie einen Film mit Leung Ka-Fai empfehlen?	['Taiwan, China.', 'Leung Ka-Fai?']	['Taiwan.', 'Leung Ka-Fai']	[[36, 50], [86, 99]]	[[32, 39], [66, 78]]	movie_goal_4-7_v2###2513	0	user	[[7, 9], [15, 17]]	[[6, 7], [12, 14]]
733	I would recommend Double Vision.	Ich würde Double Vision empfehlen.	['Double Vision.']	['Double Vision']	[[18, 32]]	[[10, 23]]	movie_goal_4-7_v2###2513	0	system	[[3, 5]]	[[2, 4]]
734	What's its runtime?	Was ist seine Laufzeit?	[]	[]	[]	[]	movie_goal_4-7_v2###2513	1	user	[]	[]
735	The movie is 113 minutes.	Der Film dauert 113 Minuten.	['113 minutes.']	['113 Minuten.']	[[13, 25]]	[[16, 28]]	movie_goal_4-7_v2###2513	1	system	[[3, 5]]	[[3, 5]]
736	How about its Douban rating?	Wie sieht es mit seiner Douban-Bewertung aus?	[]	[]	[]	[]	movie_goal_4-7_v2###2513	2	user	[]	[]
737	It's got a rating of 7.5.	Er hat eine Bewertung von 7,5.	['7.5.']	['7,5.']	[[21, 25]]	[[26, 30]]	movie_goal_4-7_v2###2513	2	system	[[5, 6]]	[[5, 6]]
738	When did it premiere?	Wann wurde er uraufgeführt?	[]	[]	[]	[]	movie_goal_4-7_v2###2513	3	user	[]	[]
739	It premiered on October 25, 2002, in Taiwan, China.	Es wurde am 25. Oktober 2002 in Taiwan, China, uraufgeführt.	['October 25, 2002, in Taiwan, China.']	['25. Oktober 2002 in Taiwan, China,']	[[16, 51]]	[[12, 46]]	movie_goal_4-7_v2###2513	3	system	[[3, 9]]	[[3, 9]]
740	Okay. I also want to find a movie starring Jay Chou.	Okay. Ich möchte auch einen Film mit Jay Chou finden.	['Jay Chou.']	['Jay Chou']	[[43, 52]]	[[37, 45]]	movie_goal_4-7_v2###2513	4	user	[[9, 11]]	[[7, 9]]
741	I would recommend Secret.	Ich würde Secret weiterempfehlen.	['Secret.']	['Secret']	[[18, 25]]	[[10, 16]]	movie_goal_4-7_v2###2513	4	system	[[3, 4]]	[[2, 3]]
742	How about its Douban rating?	Wie sieht es mit seiner Douban-Bewertung aus?	[]	[]	[]	[]	movie_goal_4-7_v2###2513	5	user	[]	[]
743	It's got a rating of 7.8.	Er hat eine Bewertung von 7,8.	['7.8.']	['7,8.']	[[21, 25]]	[[26, 30]]	movie_goal_4-7_v2###2513	5	system	[[5, 6]]	[[5, 6]]
744	Alright, thanks for your help, bye.	Okay, danke für deine Hilfe, tschüss.	[]	[]	[]	[]	movie_goal_4-7_v2###2513	6	user	[]	[]
745	My pleasure, goodbye.	Gerne, auf Wiedersehen.	[]	[]	[]	[]	movie_goal_4-7_v2###2513	6	system	[]	[]
746	Hello, I plan to buy an SUV and I like FAW-Volkswagen. Most often we will be 3 people in the car. Could you please recommend a good model?	Hallo, ich plane den Kauf eines SUV und mag FAW-Volkswagen. Meistens sind wir 3 Personen im Auto. Könnt ihr mir bitte ein gutes Modell empfehlen?	['SUV', 'FAW-Volkswagen.', '3']	['SUV', 'FAW-Volkswagen.', '3']	[[24, 27], [39, 54], [77, 78]]	[[32, 35], [44, 59], [78, 79]]	Car_goal_3-45###4295	0	user	[[6, 7], [10, 11], [16, 17]]	[[6, 7], [9, 10], [13, 14]]
747	Ok, FAW-Volkswagen TACQUA DSG Yue is a good choice for you.	Ok, FAW-Volkswagen TACQUA DSG Yue ist eine gute Wahl für Sie.	['FAW-Volkswagen TACQUA DSG Yue']	['FAW-Volkswagen TACQUA DSG Yue']	[[4, 33]]	[[4, 33]]	Car_goal_3-45###4295	0	system	[[1, 5]]	[[1, 5]]
748	How much is this model?	Wie teuer ist dieses Modell?	[]	[]	[]	[]	Car_goal_3-45###4295	1	user	[]	[]
749	This model is 139,900 yuan.	Dieses Modell kostet 139.900 Yuan.	['139,900']	['139.900']	[[14, 21]]	[[21, 28]]	Car_goal_3-45###4295	1	system	[[3, 4]]	[[3, 4]]
750	Is it equipped with a reverse camera?	Ist es mit einer Rückfahrkamera ausgestattet?	[]	[]	[]	[]	Car_goal_3-45###4295	2	user	[]	[]
751	Yes, it has the cruise control.	Ja, es hat einen Tempomat.	['Yes,']	['Ja,']	[[0, 4]]	[[0, 3]]	Car_goal_3-45###4295	2	system	[[0, 1]]	[[0, 1]]
752	What about cruise control?	Was ist mit dem Tempomaten?	[]	[]	[]	[]	Car_goal_3-45###4295	3	user	[]	[]
753	Yes, it also has cruise control.	Ja, es hat auch einen Tempomat.	['Yes,']	['Ja,']	[[0, 4]]	[[0, 3]]	Car_goal_3-45###4295	3	system	[[0, 1]]	[[0, 1]]
754	Ok, got it. Thanks, goodbye!	Alles klar. Danke Tschüss!	[]	[]	[]	[]	Car_goal_3-45###4295	4	user	[]	[]
755	I'm glad to be at your service, bye!	Ich bin froh, zu Ihren Diensten zu sein, tschüss!	[]	[]	[]	[]	Car_goal_3-45###4295	4	system	[]	[]
756	Hi, I've never traveled to Suzhou before and I don't know what places to visit. Could you recommend a good place in Suzhou New District suitable for a date?	Hallo, ich bin noch nie nach Suzhou gereist und weiß nicht, welche Orte ich besuchen soll. Können Sie einen guten Ort im Suzhou New District empfehlen, der für ein Date geeignet ist?	['Suzhou New District']	['Suzhou New District']	[[116, 135]]	[[121, 140]]	attraction_goal_1-58###4801	0	user	[[22, 25]]	[[22, 25]]
757	Hello, Suzhou Amusement Land Forest and Water World is a great place to have fun. I recommend you to go there.	Hallo, Suzhou Amusement Land Forest and Water World ist ein großartiger Ort, um Spaß zu haben. Ich empfehle Ihnen, dorthin zu gehen.	['Suzhou Amusement Land Forest and Water World']	['Suzhou Amusement Land Forest and Water World']	[[7, 51]]	[[7, 51]]	attraction_goal_1-58###4801	0	system	[[1, 8]]	[[1, 8]]
758	Ok, what would the price range be? I'm looking for a slightly more expensive place.	Ok, was wäre die Preisspanne? Ich suche einen etwas teureren Ort.	['slightly more expensive']	['etwas teureren']	[[53, 76]]	[[46, 60]]	attraction_goal_1-58###4801	1	user	[[11, 14]]	[[8, 10]]
759	Suzhou Amusement Land Forest and Water World is a slightly more expensive place, so it meets your requirements.	Suzhou Amusement Land Forest and Water World ist ein etwas teurerer Ort, also erfüllt er Ihre Anforderungen.	['Suzhou Amusement Land Forest and Water World', 'slightly more expensive']	['Suzhou Amusement Land Forest and Water World', 'etwas teurerer']	[[0, 44], [50, 73]]	[[0, 44], [53, 67]]	attraction_goal_1-58###4801	1	system	[[0, 7], [9, 12]]	[[0, 7], [9, 11]]
760	Ok, got it. Can I get there by subway directly?	Alles klar. Komme ich direkt mit der U-Bahn dorthin?	[]	[]	[]	[]	attraction_goal_1-58###4801	2	user	[]	[]
761	Sorry, you can't. But taking a taxi there is convenient.	Tut mir leid, das geht nicht. Aber ein Taxi dorthin zu nehmen ist bequem.	"[""can't.""]"	['geht nicht.']	[[11, 17]]	[[18, 29]]	attraction_goal_1-58###4801	2	system	[[2, 3]]	[[4, 6]]
762	Ok. And the ticket? How much is it?	OK. Und die Fahrkarte? Wie viel kostet das?	[]	[]	[]	[]	attraction_goal_1-58###4801	3	user	[]	[]
763	The ticket for this place is 198 yuan.	Das Ticket für diesen Ort kostet 198 Yuan.	['198 yuan.']	['198 Yuan.']	[[29, 38]]	[[33, 42]]	attraction_goal_1-58###4801	3	system	[[6, 8]]	[[6, 8]]
764	Can you tell me what's special about this place?	Können Sie mir sagen, was an diesem Ort besonders ist?	[]	[]	[]	[]	attraction_goal_1-58###4801	4	user	[]	[]
765	Its amusement facilities are forest-themed. It is like being in a vast forest close to the ocean.	Die Vergnügungseinrichtungen sind dem Thema Wald nachempfunden. Es ist wie in einem riesigen Wald in der Nähe des Ozeans.	['forest-themed. It is like being in a vast forest close to the ocean.']	['dem Thema Wald nachempfunden. Es ist wie in einem riesigen Wald in der Nähe des Ozeans.']	[[29, 97]]	[[34, 121]]	attraction_goal_1-58###4801	4	system	[[4, 17]]	[[3, 19]]
766	I see. Thanks for your recommendation. Thank you, bye!	Aha. Danke für Ihre Empfehlung. Danke Aufwiedersehen!	[]	[]	[]	[]	attraction_goal_1-58###4801	5	user	[]	[]
767	My pleasure, have a good time, bye!	Gerne, viel Spaß, tschüss!	[]	[]	[]	[]	attraction_goal_1-58###4801	5	system	[]	[]
768	Are there any high-speed trains from Shanghai to Hangzhou?	Gibt es Hochgeschwindigkeitszüge von Shanghai nach Hangzhou?	['Shanghai', 'Hangzhou?']	['Shanghai', 'Hangzhou?']	[[37, 45], [49, 58]]	[[37, 45], [51, 60]]	train_goal_2-65_v2###2680	0	user	[[6, 7], [8, 9]]	[[4, 5], [6, 7]]
769	Yes, there are. If you plan to leave in the morning, then G1373 is suitable for you.	Ja, das gibt es. Wenn Sie morgens abreisen möchten, ist G1373 für Sie geeignet.	['G1373']	['G1373']	[[58, 63]]	[[56, 61]]	train_goal_2-65_v2###2680	0	system	[[12, 13]]	[[10, 11]]
770	I will leave next Monday afternoon. Are there any high-speed trains?	Ich werde nächsten Montagnachmittag abreisen. Gibt es Hochgeschwindigkeitszüge?	['next Monday afternoon.']	['nächsten Montagnachmittag']	[[13, 35]]	[[10, 35]]	train_goal_2-65_v2###2680	1	user	[[3, 6]]	[[2, 4]]
771	If you choose to leave in the afternoon, then G7323 is available.	Wenn Sie am Nachmittag abreisen, steht G7323 zur Verfügung.	['G7323']	['G7323']	[[46, 51]]	[[39, 44]]	train_goal_2-65_v2###2680	1	system	[[9, 10]]	[[6, 7]]
772	Good. I want to buy a second class ticket. What's the departure time?	Gut. Ich möchte eine Fahrkarte 2. Klasse kaufen. Was ist die Abfahrtszeit?	['second class']	['2. Klasse']	[[22, 34]]	[[31, 40]]	train_goal_2-65_v2###2680	2	user	[[6, 8]]	[[5, 7]]
773	It is scheduled to depart at 1:15 in the afternoon.	Die Abfahrt ist um 13:15 Uhr geplant.	['at 1:15 in the afternoon.']	['um 13:15 Uhr']	[[26, 51]]	[[16, 28]]	train_goal_2-65_v2###2680	2	system	[[5, 10]]	[[3, 6]]
774	Could you give me the train service information?	Könnten Sie mir die Zugdienstinformationen geben?	[]	[]	[]	[]	train_goal_2-65_v2###2680	3	user	[]	[]
775	The high-speed train G7323 will leave from Shanghai Hongqiao to Hangzhoudong.	Der Hochgeschwindigkeitszug G7323 fährt von Shanghai Hongqiao nach Hangzhoudong.	['The high-speed train G7323 will leave from Shanghai Hongqiao to Hangzhoudong.']	['Der Hochgeschwindigkeitszug G7323 fährt von Shanghai Hongqiao nach Hangzhoudong.']	[[0, 77]]	[[0, 80]]	train_goal_2-65_v2###2680	3	system	[[0, 11]]	[[0, 9]]
776	How much is a second class ticket?	Was kostet eine Fahrkarte 2. Klasse?	['second class']	['2. Klasse']	[[14, 26]]	[[26, 35]]	train_goal_2-65_v2###2680	4	user	[[4, 6]]	[[4, 6]]
777	It's 73.0 yuan.	Es kostet 73,0 Yuan.	['73.0 yuan.']	['73,0 Yuan.']	[[5, 15]]	[[8, 18]]	train_goal_2-65_v2###2680	4	system	[[1, 3]]	[[2, 4]]
778	Are there any high-speed trains departing next Tuesday morning?	Gibt es Hochgeschwindigkeitszüge, die nächsten Dienstagmorgen abfahren?	['high-speed trains', 'next Tuesday morning?']	['Hochgeschwindigkeitszüge,', 'nächsten Dienstagmorgen']	[[14, 31], [42, 63]]	[[8, 33], [38, 61]]	train_goal_2-65_v2###2680	5	user	[[3, 5], [6, 9]]	[[2, 3], [4, 6]]
779	I recommend you take G1373.	Ich empfehle Ihnen, G1373 zu nehmen.	['G1373.']	['G1373']	[[21, 27]]	[[20, 25]]	train_goal_2-65_v2###2680	5	system	[[4, 5]]	[[3, 4]]
780	Could you give me the train service information?	Könnten Sie mir die Zugdienstinformationen geben?	[]	[]	[]	[]	train_goal_2-65_v2###2680	6	user	[]	[]
781	The high-speed train G1373 will leave from Shanghai Hongqiao to Hangzhoudong.	Der Hochgeschwindigkeitszug G1373 fährt von Shanghai Hongqiao nach Hangzhoudong.	['G1373', 'Shanghai', 'Hangzhoudong.']	['G1373', 'Shanghai', 'Hangzhoudong.']	[[21, 26], [43, 51], [64, 77]]	[[28, 33], [44, 52], [67, 80]]	train_goal_2-65_v2###2680	6	system	[[3, 4], [7, 8], [10, 11]]	[[2, 3], [5, 6], [8, 9]]
782	How about its departure time? And arrival time?	Wie sieht es mit der Abfahrtszeit aus? Und Ankunftszeit?	[]	[]	[]	[]	train_goal_2-65_v2###2680	7	user	[]	[]
783	It normally departs at 8:55 in the morning and arrives in Hangzhou at 9:42 in the morning.	Normalerweise fährt er um 8:55 Uhr morgens ab und kommt um 9:42 Uhr morgens in Hangzhou an.	['8:55 in the morning', 'Hangzhou', '9:42 in the morning.']	['8:55 Uhr morgens', 'Hangzhou', '9:42 Uhr morgens']	[[23, 42], [58, 66], [70, 90]]	[[26, 42], [79, 87], [59, 75]]	train_goal_2-65_v2###2680	7	system	[[4, 8], [11, 12], [13, 17]]	[[4, 7], [15, 16], [11, 14]]
784	Ok, thanks, bye.	Okay, danke, tschüss.	[]	[]	[]	[]	train_goal_2-65_v2###2680	8	user	[]	[]
785	Hope you have a good trip, bye.	Ich wünsche Ihnen eine gute Reise, tschüss.	[]	[]	[]	[]	train_goal_2-65_v2###2680	8	system	[]	[]
786	Hi, I'm coming to Suzhou as a tourist and I want to visit Suzhou Industrial Park. Could you recommend some good places in the commercial center?	Hallo, ich komme als Tourist nach Suzhou und möchte den Suzhou Industrial Park besuchen. Können Sie einige gute Orte im Handelszentrum empfehlen?	['Suzhou Industrial Park.']	['Suzhou Industrial Park']	[[58, 81]]	[[56, 78]]	attraction_goal_2-9_v2###7336	0	user	[[13, 16]]	[[10, 13]]
787	There are many options. Do you have any requirements? Either price-wise or on transportation, such as direct subway access?	Es gibt viele Möglichkeiten. Haben Sie irgendwelche Anforderungen? Entweder preislich oder in Bezug auf den Transport, wie z. B. den direkten Zugang zur U-Bahn?	[]	[]	[]	[]	attraction_goal_2-9_v2###7336	0	system	[]	[]
788	I prefer places where I could go directly by subway. I don't have any requirements price-wise.	Ich bevorzuge Orte, wo ich direkt mit der U-Bahn hinfahren könnte. Preislich habe ich keine Ansprüche.	['could']	['könnte.']	[[24, 29]]	[[59, 66]]	attraction_goal_2-9_v2###7336	1	user	[[5, 6]]	[[10, 11]]
789	Then I would recommend Suzhou Center, it's very popular among local people.	Dann würde ich das Suzhou Center empfehlen, es ist sehr beliebt bei den Einheimischen.	['Suzhou Center,']	['Suzhou Center']	[[23, 37]]	[[19, 32]]	attraction_goal_2-9_v2###7336	1	system	[[4, 6]]	[[4, 6]]
790	Is there a direct subway there? What's special about this place?	Gibt es dort eine direkte U-Bahn? Was ist das Besondere an diesem Ort?	[]	[]	[]	[]	attraction_goal_2-9_v2###7336	2	user	[]	[]
791	It is the biggest shopping mall in Suzhou. It is located just beside Jinji Lake and quite near the Gate of the Orient. You can take a subway directly to it, making transportation very convenient.	Es ist das größte Einkaufszentrum in Suzhou. Es liegt direkt neben dem Jinji-See und ganz in der Nähe des Tores des Orients. Sie können direkt mit der U-Bahn dorthin fahren, was den Transport sehr bequem macht.	['the biggest shopping mall in Suzhou. It is located just beside Jinji Lake and quite near the Gate of the Orient.', 'can']	['das größte Einkaufszentrum in Suzhou. Es liegt direkt neben dem Jinji-See und ganz in der Nähe des Tores des Orients.', 'können']	[[6, 118], [123, 126]]	[[7, 124], [129, 135]]	attraction_goal_2-9_v2###7336	2	system	[[2, 23], [24, 25]]	[[2, 22], [23, 24]]
792	Thank you.	Vielen Dank.	[]	[]	[]	[]	attraction_goal_2-9_v2###7336	3	user	[]	[]
793	Happy to help. Hope you have a good time.	Freue mich zu helfen. Ich hoffe ihr habt eine schöne Zeit.	[]	[]	[]	[]	attraction_goal_2-9_v2###7336	3	system	[]	[]
794	Hi, I plan to purchase an off-road SUV and we'll most often be 6 people car. Do you have anything to recommend?	Hallo, ich habe vor, einen Geländewagen zu kaufen, wobei wir meistens 6 Personen im Auto sein werden. Haben Sie etwas zu empfehlen?	['SUV', '6']	['Geländewagen', '6']	[[35, 38], [63, 64]]	[[27, 39], [70, 71]]	Car_goal_1-48_v2###8677	0	user	[[7, 8], [13, 14]]	[[5, 6], [11, 12]]
795	Ok, please let me know your budget.	Ok, teilen Sie mir bitte Ihr Budget mit.	[]	[]	[]	[]	Car_goal_1-48_v2###8677	0	system	[]	[]
796	My budget is around 150,000 to 200,000 yuan.	Mein Budget liegt bei etwa 150.000 bis 200.000 Yuan.	['150,000 to 200,000 yuan.']	['150.000 bis 200.000 Yuan.']	[[20, 44]]	[[27, 52]]	Car_goal_1-48_v2###8677	1	user	[[4, 8]]	[[5, 9]]
797	Sorry, there is no suitable SUV in this range. But I would recommend an MPV, the Volkswagen Touran L 280TSI 6 Seaters.	Leider gibt es in diesem Bereich kein geeigneter SUV. Aber ich würde einen MPV empfehlen, den Volkswagen Touran L 280TSI 6-Sitzer.	['SUV', 'MPV,', 'Volkswagen Touran L 280TSI 6 Seaters.']	['SUV.', 'MPV', 'Volkswagen Touran L 280TSI 6-Sitzer.']	[[28, 31], [72, 76], [81, 118]]	[[49, 53], [75, 78], [94, 130]]	Car_goal_1-48_v2###8677	1	system	[[5, 6], [14, 15], [16, 22]]	[[8, 9], [13, 14], [16, 21]]
798	Does this model have cruise control?	Hat dieses Modell einen Tempomat?	[]	[]	[]	[]	Car_goal_1-48_v2###8677	2	user	[]	[]
799	Yes, it has cruise control.	Ja, es hat einen Tempomat.	['Yes,']	['Ja,']	[[0, 4]]	[[0, 3]]	Car_goal_1-48_v2###8677	2	system	[[0, 1]]	[[0, 1]]
800	Ok, thanks a lot.	Ok, vielen Dank.	[]	[]	[]	[]	Car_goal_1-48_v2###8677	3	user	[]	[]
801	That's ok, goodbye.	Das ist in Ordnung, auf Wiedersehen.	[]	[]	[]	[]	Car_goal_1-48_v2###8677	3	system	[]	[]
802	Hi, I plan to purchase a gas-powered hatchback and my budget is around 150,000 to 200,000 yuan. Do you have any model to recommend?	Hallo, ich plane den Kauf eines gasbetriebenen Hatchback und mein Budget liegt bei etwa 150.000 bis 200.000 Yuan. Haben Sie ein Modell zu empfehlen?	['gas-powered', 'hatchback', '150,000 to 200,000 yuan.']	['gasbetriebenen', 'Hatchback', '150.000 bis 200.000 Yuan.']	[[25, 36], [37, 46], [71, 95]]	[[32, 46], [47, 56], [88, 113]]	Car_goal_5-52_v2###8754	0	user	[[6, 7], [7, 8], [13, 17]]	[[6, 7], [7, 8], [14, 18]]
803	I would recommend the luxury edition of Volkswagen Golf 280TSI DSG.	Ich würde die Luxusausgabe des Volkswagen Golf 280TSI DSG empfehlen.	['luxury edition of Volkswagen Golf 280TSI DSG.']	['Luxusausgabe des Volkswagen Golf 280TSI DSG']	[[22, 67]]	[[14, 57]]	Car_goal_5-52_v2###8754	0	system	[[4, 11]]	[[3, 9]]
804	Is it equipped with ventilated seats?	Ist es mit belüfteten Sitzen ausgestattet?	[]	[]	[]	[]	Car_goal_5-52_v2###8754	1	user	[]	[]
805	Sorry, this model does not have ventilated seats.	Entschuldigung, dieses Modell hat keine belüfteten Sitze.	['does not have']	['hat keine']	[[18, 31]]	[[30, 39]]	Car_goal_5-52_v2###8754	1	system	[[3, 6]]	[[3, 5]]
806	Does it have cruise control?	Hat es einen Tempomat?	[]	[]	[]	[]	Car_goal_5-52_v2###8754	2	user	[]	[]
807	Yes, it has cruise control.	Ja, es hat einen Tempomat.	['Yes,']	['Ja,']	[[0, 4]]	[[0, 3]]	Car_goal_5-52_v2###8754	2	system	[[0, 1]]	[[0, 1]]
808	How about seat heating?	Wie sieht es mit der Sitzheizung aus?	[]	[]	[]	[]	Car_goal_5-52_v2###8754	3	user	[]	[]
809	It has seat heating.	Es hat Sitzheizung.	['has']	['hat']	[[3, 6]]	[[3, 6]]	Car_goal_5-52_v2###8754	3	system	[[1, 2]]	[[1, 2]]
810	I see, thank you, goodbye.	Ich verstehe, danke, auf Wiedersehen.	[]	[]	[]	[]	Car_goal_5-52_v2###8754	4	user	[]	[]
811	My pleasure. I'm glad to be at your service, goodbye.	Freut mich. Ich bin froh, zu Ihren Diensten zu sein, auf Wiedersehen.	[]	[]	[]	[]	Car_goal_5-52_v2###8754	4	system	[]	[]
